PROGRAM,BODY,RUNG,RUNG_NAME,OBJECT,OBJECT_TYPE_LIST,ATTRIBUTES
P112_XXXPRS_Function2,MD_Out,12,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P112_XXXPRS_Function2,MD_Out,12,NONE,LdObject,Contact,"{'operand': 'GSB001', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P112_XXXPRS_Function2,MD_Out,12,NONE,LdObject,Coil,"{'operand': 'GB112_PR.XFER_Enable', 'in_list': ['2'], 'out_list': ['3']}"
P112_XXXPRS_Function2,MD_Out,12,NONE,LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
P121_sample16_Function1,MD_In,1,"
■Main, 他機能MDからの信号
=FROM Main AND OTHER FUNCTION MD
",CommonObject,Comment,{}
P121_sample16_Function1,MD_In,1,"
■Main, 他機能MDからの信号
=FROM Main AND OTHER FUNCTION MD
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,MD_In,1,"
■Main, 他機能MDからの信号
=FROM Main AND OTHER FUNCTION MD
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,MD_In,1,"
■Main, 他機能MDからの信号
=FROM Main AND OTHER FUNCTION MD
",LdObject,Coil,"{'operand': 'LB000[0]', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,MD_In,1,"
■Main, 他機能MDからの信号
=FROM Main AND OTHER FUNCTION MD
",LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
P121_sample16_Function1,DeviceIn,1,"
■ｾﾝｻのﾀｲﾏ、LS合成等の入力信号処理回路
= TIMER OF SENSOR, LS COMPOSITION
        -LS COMPOSITION
",CommonObject,Comment,{}
P121_sample16_Function1,DeviceIn,1,"
■ｾﾝｻのﾀｲﾏ、LS合成等の入力信号処理回路
= TIMER OF SENSOR, LS COMPOSITION
        -LS COMPOSITION
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,DeviceIn,1,"
■ｾﾝｻのﾀｲﾏ、LS合成等の入力信号処理回路
= TIMER OF SENSOR, LS COMPOSITION
        -LS COMPOSITION
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,DeviceIn,1,"
■ｾﾝｻのﾀｲﾏ、LS合成等の入力信号処理回路
= TIMER OF SENSOR, LS COMPOSITION
        -LS COMPOSITION
",LdObject,Coil,"{'operand': 'LB100[0]', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,DeviceIn,1,"
■ｾﾝｻのﾀｲﾏ、LS合成等の入力信号処理回路
= TIMER OF SENSOR, LS COMPOSITION
        -LS COMPOSITION
",LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",LdObject,Contact,"{'operand': 'PB_FLT_RST', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",LdObject,Contact,"{'operand': 'AUTO_RUN', 'negated': 'true', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",FbdObject,DataSource,"{'identifier': 'AL121', 'out_list': ['4']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",FbdObject,Block,"{'typeName': 'Clear', 'InOut_inoutVar_in_order': ['2'], 'InOut_inoutVar_in_list': ['4'], 'InOut_inoutVar_out_order': ['2'], 'InOut_inoutVar_out_list': ['6'], 'EN_inVar_in_order': ['1'], 'EN_inVar_in_list': ['3'], 'ENO_outVar_out_order': ['1'], 'ENO_outVar_out_list': ['5'], '_outVar_out_order': ['3'], '_outVar_out_list': ['7']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",FbdObject,DataSink,"{'identifier': 'AL121', 'in_list': ['6']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",FbdObject,DataSink,"{'identifier': '', 'in_list': ['7']}"
P121_sample16_Function1,Fault,1,"
■機能MD内の異常処理を行う =FAULT OUTPUT IN THE FUNCTION MD
■異常ﾘｾｯﾄ =FAULT RESET
",LdObject,RightPowerRail,"{'in_list': ['5'], 'out_list': []}"
P121_sample16_Function1,Fault,2,"
■緊急停止 =EMERGENCY STOP
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,2,"
■緊急停止 =EMERGENCY STOP
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2']}"
P121_sample16_Function1,Fault,2,"
■緊急停止 =EMERGENCY STOP
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,2,"
■緊急停止 =EMERGENCY STOP
",LdObject,Contact,"{'operand': 'AL121[1]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,2,"
■緊急停止 =EMERGENCY STOP
",LdObject,Coil,"{'operand': 'AL121[1]', 'in_list': ['3', '4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,2,"
■緊急停止 =EMERGENCY STOP
",LdObject,RightPowerRail,"{'in_list': ['5'], 'out_list': []}"
P121_sample16_Function1,Fault,3,"
■自動停止 =AUTOMATIC STOP
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,3,"
■自動停止 =AUTOMATIC STOP
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2']}"
P121_sample16_Function1,Fault,3,"
■自動停止 =AUTOMATIC STOP
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,3,"
■自動停止 =AUTOMATIC STOP
",LdObject,Contact,"{'operand': 'AL121[10]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,3,"
■自動停止 =AUTOMATIC STOP
",LdObject,Coil,"{'operand': 'AL121[10]', 'in_list': ['3', '4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,3,"
■自動停止 =AUTOMATIC STOP
",LdObject,RightPowerRail,"{'in_list': ['5'], 'out_list': []}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",LdObject,Contact,"{'operand': 'LBR700[11]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",FbdObject,DataSource,"{'identifier': 'LB201[1]', 'out_list': ['3']}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",FbdObject,DataSource,"{'identifier': 'INT#2', 'out_list': ['4']}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",FbdObject,Block,{}
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",FbdObject,DataSink,"{'identifier': '', 'in_list': ['6']}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",LdObject,Coil,"{'operand': 'LB201[0]', 'in_list': ['5'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,4,"
■ｻｲｸﾙ停止 =CYCLE STOP
※連即不良検出
",LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
P121_sample16_Function1,Fault,5,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2', '3', '4']}"
P121_sample16_Function1,Fault,5,NONE,LdObject,Contact,"{'operand': 'LBR700[11]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,5,NONE,LdObject,Contact,"{'operand': 'LBR700[10]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,5,NONE,LdObject,Contact,"{'operand': 'AL121[11]', 'negated': 'false', 'in_list': ['3'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,5,NONE,LdObject,Contact,"{'operand': 'MC_STATUS.AUTO_RUN', 'negated': 'true', 'in_list': ['4'], 'out_list': ['8']}"
P121_sample16_Function1,Fault,5,NONE,LdObject,Coil,"{'operand': 'LB201[1]', 'in_list': ['5', '6', '7', '8'], 'out_list': ['9']}"
P121_sample16_Function1,Fault,5,NONE,LdObject,RightPowerRail,"{'in_list': ['9'], 'out_list': []}"
P121_sample16_Function1,Fault,6,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2']}"
P121_sample16_Function1,Fault,6,NONE,LdObject,Contact,"{'operand': 'LB201[0]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,6,NONE,LdObject,Contact,"{'operand': 'AL121[11]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,6,NONE,LdObject,Coil,"{'operand': 'AL121[11]', 'in_list': ['3', '4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,6,NONE,LdObject,RightPowerRail,"{'in_list': ['5'], 'out_list': []}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",LdObject,Contact,"{'operand': 'LB600[0]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",FbdObject,DataSource,"{'identifier': 'T#10.0s', 'out_list': ['3']}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",FbdObject,Block,"{'typeName': 'TON', 'instanceName': 'LT200[0]', 'In_inVar_in_order': ['1'], 'In_inVar_in_list': ['2'], 'PT_inVar_in_order': ['2'], 'PT_inVar_in_list': ['3'], 'Q_outVar_out_order': ['1'], 'Q_outVar_out_list': ['4'], 'ET_outVar_out_order': ['2'], 'ET_outVar_out_list': ['5']}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",FbdObject,DataSink,"{'identifier': '', 'in_list': ['5']}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",LdObject,Coil,"{'operand': 'AL121[31]', 'in_list': ['4'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,7,"
■異常停止 =FAULT STOP
",LdObject,RightPowerRail,"{'in_list': ['6'], 'out_list': []}"
P121_sample16_Function1,Fault,8,"
■予告警報 =WARNING
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,8,"
■予告警報 =WARNING
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,8,"
■予告警報 =WARNING
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,8,"
■予告警報 =WARNING
",LdObject,Coil,"{'operand': 'AL121[33]', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,8,"
■予告警報 =WARNING
",LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'true', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['2'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,Contact,"{'operand': 'GSB000', 'negated': 'true', 'in_list': ['5'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",FbdObject,DataSource,"{'identifier': 'T#5.0s', 'out_list': ['7']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",FbdObject,Block,"{'typeName': 'TON', 'instanceName': 'LT200[1]', 'In_inVar_in_order': ['1'], 'In_inVar_in_list': ['4'], 'PT_inVar_in_order': ['2'], 'PT_inVar_in_list': ['7'], 'Q_outVar_out_order': ['1'], 'Q_outVar_out_list': ['8'], 'ET_outVar_out_order': ['2'], 'ET_outVar_out_list': ['9']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",FbdObject,DataSink,"{'identifier': '', 'in_list': ['9']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,Coil,"{'operand': 'AL121[41]', 'in_list': ['8'], 'out_list': ['10']}"
P121_sample16_Function1,Fault,9,"
■動作異常 =MOTION FAULT
",LdObject,RightPowerRail,"{'in_list': ['10'], 'out_list': []}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",LdObject,Contact,"{'operand': 'AL121[49]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",FbdObject,DataSource,"{'identifier': 'GD000_000', 'out_list': ['4']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",FbdObject,Block,"{'typeName': 'TON', 'instanceName': 'LT200[2]', 'In_inVar_in_order': ['1'], 'In_inVar_in_list': ['3'], 'PT_inVar_in_order': ['2'], 'PT_inVar_in_list': ['4'], 'Q_outVar_out_order': ['1'], 'Q_outVar_out_list': ['5'], 'ET_outVar_out_order': ['2'], 'ET_outVar_out_list': ['6']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",FbdObject,DataSink,"{'identifier': '', 'in_list': ['6']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",LdObject,Contact,"{'operand': 'AL121[48]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",LdObject,Coil,"{'operand': 'AL121[48]', 'in_list': ['5', '7'], 'out_list': ['8']}"
P121_sample16_Function1,Fault,10,"
■独立制御機器緊急停止 =INDEPENDENT DEVICE EMERGENCY STOP
",LdObject,RightPowerRail,"{'in_list': ['8'], 'out_list': []}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1', '2']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",LdObject,Contact,"{'operand': 'LB690[0]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",LdObject,Contact,"{'operand': 'AL121[49]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",LdObject,Contact,"{'operand': 'LT200[3].Q', 'negated': 'true', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",LdObject,Coil,"{'operand': 'AL121[49]', 'in_list': ['3', '5'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",FbdObject,DataSource,"{'identifier': 'T#0.8s', 'out_list': ['7']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",FbdObject,Block,"{'typeName': 'TON', 'instanceName': 'LT200[3]', 'In_inVar_in_order': ['1'], 'In_inVar_in_list': ['3'], 'PT_inVar_in_order': ['2'], 'PT_inVar_in_list': ['7'], 'Q_outVar_out_order': ['1'], 'Q_outVar_out_list': ['8'], 'ET_outVar_out_order': ['2'], 'ET_outVar_out_list': ['9']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",FbdObject,DataSink,"{'identifier': '', 'in_list': ['9']}"
P121_sample16_Function1,Fault,11,"
■独立制御機器警報 =INDEPENDENT DEVICE WARNING
",LdObject,RightPowerRail,"{'in_list': ['6', '8'], 'out_list': []}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[1]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[2]', 'negated': 'true', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[3]', 'negated': 'true', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[4]', 'negated': 'true', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[5]', 'negated': 'true', 'in_list': ['5'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,Coil,"{'operand': 'LB200[0]', 'in_list': ['6'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,12,"
■緊急停止まとめ =EMERGENCY STOP TOTAL
",LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
P121_sample16_Function1,Fault,13,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,Contact,"{'operand': 'AL121[6]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,Contact,"{'operand': 'AL121[7]', 'negated': 'true', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,Contact,"{'operand': 'AL121[8]', 'negated': 'true', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,Contact,"{'operand': 'AL121[9]', 'negated': 'true', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,Contact,"{'operand': 'AL121[48]', 'negated': 'true', 'in_list': ['5'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,Coil,"{'operand': 'LB200[1]', 'in_list': ['6'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,13,NONE,LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
P121_sample16_Function1,Fault,14,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,14,NONE,LdObject,Contact,"{'operand': 'GSB000', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,14,NONE,LdObject,Coil,"{'operand': 'LB200[2]', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,14,NONE,LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
P121_sample16_Function1,Fault,15,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,15,NONE,LdObject,Contact,"{'operand': 'LB200[0]', 'negated': 'false', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,15,NONE,LdObject,Contact,"{'operand': 'LB200[1]', 'negated': 'false', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,15,NONE,LdObject,Contact,"{'operand': 'LB200[2]', 'negated': 'false', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,15,NONE,LdObject,Coil,"{'operand': 'LB200[9]', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,15,NONE,LdObject,RightPowerRail,"{'in_list': ['5'], 'out_list': []}"
P121_sample16_Function1,Fault,16,"
■自動停止まとめ =AUTOMATIC STOP TOTAL
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,16,"
■自動停止まとめ =AUTOMATIC STOP TOTAL
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,16,"
■自動停止まとめ =AUTOMATIC STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[10]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,16,"
■自動停止まとめ =AUTOMATIC STOP TOTAL
",LdObject,Coil,"{'operand': 'LB200[19]', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,16,"
■自動停止まとめ =AUTOMATIC STOP TOTAL
",LdObject,RightPowerRail,"{'in_list': ['3'], 'out_list': []}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",CommonObject,Comment,{}
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[11]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[12]', 'negated': 'true', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[13]', 'negated': 'true', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[14]', 'negated': 'true', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,Contact,"{'operand': 'AL121[15]', 'negated': 'true', 'in_list': ['5'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,Coil,"{'operand': 'LB200[20]', 'in_list': ['6'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,17,"
■ｻｲｸﾙ停止まとめ =CYCLE STOP TOTAL
",LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
P121_sample16_Function1,Fault,18,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,Contact,"{'operand': 'AL121[16]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,Contact,"{'operand': 'AL121[17]', 'negated': 'true', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,Contact,"{'operand': 'AL121[18]', 'negated': 'true', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,Contact,"{'operand': 'AL121[19]', 'negated': 'true', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,Contact,"{'operand': 'AL121[20]', 'negated': 'true', 'in_list': ['5'], 'out_list': ['6']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,Coil,"{'operand': 'LB200[21]', 'in_list': ['6'], 'out_list': ['7']}"
P121_sample16_Function1,Fault,18,NONE,LdObject,RightPowerRail,"{'in_list': ['7'], 'out_list': []}"
P121_sample16_Function1,Fault,19,NONE,LdObject,LeftPowerRail,"{'in_list': [], 'out_list': ['1']}"
P121_sample16_Function1,Fault,19,NONE,LdObject,Contact,"{'operand': 'AL121[21]', 'negated': 'true', 'in_list': ['1'], 'out_list': ['2']}"
P121_sample16_Function1,Fault,19,NONE,LdObject,Contact,"{'operand': 'AL121[22]', 'negated': 'true', 'in_list': ['2'], 'out_list': ['3']}"
P121_sample16_Function1,Fault,19,NONE,LdObject,Contact,"{'operand': 'AL121[23]', 'negated': 'true', 'in_list': ['3'], 'out_list': ['4']}"
P121_sample16_Function1,Fault,19,NONE,LdObject,Contact,"{'operand': 'AL121[24]', 'negated': 'true', 'in_list': ['4'], 'out_list': ['5']}"
P121_sample16_Function1,Fault,19,NONE,LdObject,Contact,"{'operand': 'AL121[25]', 'negated': 'true', 'in_list': ['5'], 'out_list': ['6']}"
